investor_name,portfolio_name,holding_id,isin,value_usd,company_name,asset_type,valid_input,direct_holding,security_mapped_sector,financial_sector,sectors_with_assets,has_ald_in_fin_sector,flag
Test,pow_eq_cb_0,BR319003,US096630AF58,7119353,Boardwalk Pipelines Lp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR145877,US31428XAS53,5999568,Fedex Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR650077,US345370CQ17,349875,NA,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR136586,US023551AJ38,7276530,Hess Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR489763,US806851AG69,2102620,NA,Bonds,TRUE,TRUE,Other,Other,Oil&Gas + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR644010,US450913AE80,1609425,Iamgold Corp,Bonds,TRUE,TRUE,Other,Other,Aviation + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR51108,US378272AQ19,17825400,Glencore Funding Llc,Bonds,TRUE,TRUE,Coal,Coal,Aviation + Coal + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR347807,US247361ZK72,27357842,Delta Air Lines Inc,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,pow_eq_cb_0,BR250238,US29273RAF64,10361880,Energy Transfer Operatng,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR459039,US71654QAZ54,97708,Petroleos Mexicanos,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR305219,US75281AAS87,2940000,Range Resources Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR576698,US345397YG20,2092765,Ford Motor Credit Co Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR250408,US91911TAP84,9570825,Vale Overseas Ltd,Bonds,TRUE,TRUE,Steel,Steel,Aviation + Coal + Power + Shipping,FALSE,Included in analysis
Test,pow_eq_cb_0,BR57515,CA45834ZAP41,595526,Inter Pipeline Ltd,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR624352,US651290AR99,26438,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR311484,US89153UAF84,52768800,Total Capital Canada Ltd,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR263319,US406216BJ98,5354552,Halliburton Co,Bonds,TRUE,TRUE,Other,Other,Aviation + Oil&Gas,FALSE,Included in analysis
Test,pow_eq_cb_0,BR511960,US440543AL07,1001250,Hornbeck Offshore Serv,Bonds,TRUE,TRUE,Shipping,Shipping,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR421396,US73050QAA67,717654,Poinsettia Finance Ltd,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR155840,US71644EAJ10,6891167,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR97799,US31428XBE58,8383793,Fedex Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR90392,US26884LAB53,5330950,Eqt Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR328698,US67059TAE55,132275,Nustar Logistics Lp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR93803,US565849AK29,14853870,Marathon Oil Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR356937,US56585AAG76,1305949,Marathon Petroleum Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR56617,CA02138ZAE30,370378,Altagas Ltd,Bonds,TRUE,TRUE,Other,Other,Oil&Gas + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR576214,US345397YE71,791905,Ford Motor Credit Co Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR340202,US406216BD29,1026454,Halliburton Co,Bonds,TRUE,TRUE,Other,Other,Aviation + Oil&Gas,FALSE,Included in analysis
Test,pow_eq_cb_0,BR61199,US04363UAB26,37320639,Pacific National Finance,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR510587,US78355HKC24,34454,Ryder System Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR187313,US25179MAN39,532046,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR495948,US24820RAB42,11305920,Equinor Asa,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR269747,US740212AK19,420000,Precision Drilling Corp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR119215,US845467AL33,10439601,Southwestern Energy Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR352313,US406216BG59,5133694,Halliburton Co,Bonds,TRUE,TRUE,Other,Other,Aviation + Oil&Gas,FALSE,Included in analysis
Test,pow_eq_cb_0,BR37920,US89233P5T93,5155500,Toyota Motor Credit Corp,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Aviation + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR339612,US05565QBR83,50864948,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR93213,US674599CE35,8004960,Occidental Petroleum Cor,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR83833,US65334HAE27,6122695,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR77854,US552704AD04,74063,Meg Energy Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR333627,US62704PAF09,994250,Murray Energy Corp,Bonds,TRUE,TRUE,Coal,Coal,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR344104,US398433AK84,1248,NA,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR423787,US345397XL24,3102660,Ford Motor Credit Co Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR158040,US26874RAC25,14697744,Eni Spa,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR357406,US629568AV86,6015000,Nabors Industries Inc,Bonds,TRUE,TRUE,Other,Other,Oil&Gas,FALSE,Included in analysis
Test,pow_eq_cb_0,BR276858,US89153VAE92,5622512,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR621461,US85771PAL67,313745,Equinor Asa,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR32158,US61980AAD54,138684288,Motiva Enterprises Llc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR677379,US05565QCP19,126229,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR346202,US05565QDG01,21707194,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR513988,US268787AD07,108000,Ep Ener/Everest Acq Fin,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR100598,US122014AL76,1269898,Burlington Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR656985,US37045XBK19,566056,General Motors Finl Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR181896,US419839AA31,1036751,Hawaiian Airlines 13-1b,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation,TRUE,Included in analysis
Test,pow_eq_cb_0,BR87064,US546268AG84,1173944,Louisiana Land & Explor,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR101303,US35671DBL82,1016700,Freeport-Mcmoran Inc,Bonds,TRUE,TRUE,Other,Other,Oil&Gas + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR204421,US279158AE95,859430,Ecopetrol Sa,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR81568,US68268NAD57,4986792,Oneok Partners Lp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR33288,US48667QAF28,7525718,Kazmunaygas National Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR594109,US166764AG56,109533,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR14759,US718546AL86,5744250,Phillips 66,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR47898,US493738AE83,3919584,Kia Motors Corp,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive,TRUE,Included in analysis
Test,pow_eq_cb_0,BR422601,US443628AF98,762140,Hudbay Minerals Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR174134,US05565QBZ00,538372,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR646116,US71644EAE23,7696,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR272,US878742AV70,83504,Teck Resources Ltd,Bonds,TRUE,TRUE,Other,Other,Coal + Oil&Gas + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR427579,US37045XBS45,5821070,General Motors Finl Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR634261,US89152UAD46,394841,Total Capital Sa,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR146321,US87305QCD16,3001764,NA,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR301060,US654740AU37,2769657,Nissan Motor Acceptance,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR140439,US293562AD63,1794465,Eog Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR608733,US74733VAD29,2955082,Qep Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR305756,US74153QAJ13,7616250,Pride International Llc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR610355,US822582BT82,2001680,Shell International Finance Bv,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR4007,US71654QAW24,3718750,Petroleos Mexicanos,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR488960,US91913YAS90,642650,Valero Energy Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Power + Shipping,FALSE,Included in analysis
Test,pow_eq_cb_0,BR377975,US03938LAX29,558750,Arcelormittal,Bonds,TRUE,TRUE,Steel,Steel,Coal + Power + Shipping + Steel,TRUE,Included in analysis
Test,pow_eq_cb_0,BR162057,US626717AD43,5012500,Murphy Oil Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR172380,US05565EAF25,11829252,Bmw Us Capital Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR76508,CA13638ZDC64,5720163,Canadian Natl Resources,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR562579,US31428XBG07,4386040,Fedex Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR205989,US76720AAG13,21588399,Rio Tinto Finance Usa Plc,Bonds,TRUE,TRUE,Steel,Steel,Power + Shipping + Steel,TRUE,Included in analysis
Test,pow_eq_cb_0,BR48885,US651639AN69,6125221,Newmont Goldcorp Corp,Bonds,TRUE,TRUE,Other,Other,Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR39557,US013716AW59,13165891,Rio Tinto Alcan Inc,Bonds,TRUE,TRUE,Other,Other,Power + Shipping + Steel,FALSE,Included in analysis
Test,pow_eq_cb_0,BR669520,US05565EAF25,266158,Bmw Us Capital Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR565459,US89236TDW27,3034200,Toyota Motor Credit Corp,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Aviation + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR660560,US247916AC30,520950,Denbury Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR515733,US166764AR12,2491050,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR7804,US21079NAA90,9773163,Contl Airlines 2007-1,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR374665,US037411AW56,805530,Apache Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR626328,US37045VAE02,1623255,General Motors Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR444220,US402635AM88,378750,Gulfport Energy Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR190677,US057224AZ09,5346634,Baker Hughes A Ge Co Llc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR272367,US294549AE01,8450890,Eqt Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR457791,US55336VAK61,153636,Mplx Lp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR18505,US118230AR27,6919752,Buckeye Partners Lp,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR493402,US12625GAC87,4987296,Cnooc Finance 2013 Ltd,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR615156,US05565QCX43,250670,Bp Capital Markets Plc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR51234,US674599CC78,2051280,Occidental Petroleum Cor,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR265629,US573284AQ94,3159171,Martin Marietta Material,Bonds,TRUE,TRUE,Cement,Cement,Aviation + Cement,TRUE,Included in analysis
Test,pow_eq_cb_0,BR513961,US674215AD08,153188,Oasis Petroleum Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR675633,US345370CA64,130535,NA,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR128251,US759509AE27,6323686,Reliance Steel & Alum,Bonds,TRUE,TRUE,Steel,Steel,Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR686177,US166764AR12,1664021,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR151654,XS0903465127,405012,State Oil Co Of The Azer,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR281782,US30231GAJ13,23462283,NA,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR487304,US345397XF55,4983940,Ford Motor Credit Co Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR48980,US292505AJ36,4111001,Encana Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR238996,US31428XAY22,10630480,Fedex Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR598616,US96950FAM68,722858,Williams Companies Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR667535,US233851CZ53,687124,Daimler Finance Na Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR142667,US718546AC87,3403968,Phillips 66,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR318784,US822582BS00,6403780,Shell International Finance Bv,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR62096,US30251GAW78,65813,Fmg Resources Aug 2006,Bonds,TRUE,TRUE,Other,Other,Power + Shipping,FALSE,Included in analysis
Test,pow_eq_cb_0,BR140477,US05565EAM75,582780,Bmw Us Capital Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR204439,US78454LAK61,17115000,Sm Energy Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR407652,US30251GAU13,354375,Fmg Resources Aug 2006,Bonds,TRUE,TRUE,Other,Other,Power + Shipping,FALSE,Included in analysis
Test,pow_eq_cb_0,BR167044,US706451BC43,2993903,Petroleos Mexicanos,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR522682,US69371RM945,149134,Paccar Financial Corp,Bonds,TRUE,TRUE,Automotive,Automotive,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR138900,US35671DAZ87,248750,Freeport-Mcmoran Inc,Bonds,TRUE,TRUE,Other,Other,Oil&Gas + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR57538,US90932LAA52,704230,United Air 2015-1 Aa Ptt,Bonds,TRUE,TRUE,Aviation,Aviation,Aviation + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR688191,US345397WW97,683552,Ford Motor Credit Co Llc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR145720,US12626PAM59,20944890,Crh America Inc,Bonds,TRUE,TRUE,Cement,Cement,Cement,TRUE,Included in analysis
Test,pow_eq_cb_0,BR164935,US71654QCA85,571799,Petroleos Mexicanos,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR445529,US96950FAQ72,137909,Williams Companies Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR598691,US88160RAE18,811793,Tesla Inc,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR130087,US37045VAF76,2759813,General Motors Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR262041,US96950FAD69,4226928,Williams Companies Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR14021,US166764AR12,4980615,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR4076,US867229AD85,7555320,Suncor Energy Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR38382,US171798AC50,15917700,Cimarex Energy Co,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR638238,US37045XBV73,505106,General Motors Finl Co,Bonds,TRUE,TRUE,Automotive,Automotive,Automotive + Power,TRUE,Included in analysis
Test,pow_eq_cb_0,BR151180,US74733VAC46,607116,Qep Resources Inc,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR240577,US50587KAA97,17766049,Lafargeholcim Finance Us Llc,Bonds,TRUE,TRUE,Cement,Cement,Cement + Coal + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR675883,US166764BK59,74848,Chevron Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power + Shipping,TRUE,Included in analysis
Test,pow_eq_cb_0,BR57651,US032511AY39,1837215,Anadarko Petroleum Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Coal + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR422053,US779382AU43,296093,Rowan Companies Inc,Bonds,TRUE,TRUE,Other,Other,NA,FALSE,Included in analysis
Test,pow_eq_cb_0,BR25668,US29250NAS45,9962500,Enbridge Inc,Bonds,TRUE,TRUE,Other,Other,Aviation + Power,FALSE,Included in analysis
Test,pow_eq_cb_0,BR271408,US037411AW56,2129,Apache Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas,TRUE,Included in analysis
Test,pow_eq_cb_0,BR496368,US31428XBM74,15100605,Fedex Corp,Bonds,TRUE,TRUE,Other,Other,Aviation,FALSE,Included in analysis
Test,pow_eq_cb_0,BR277958,US144285AK99,509754,Carpenter Technology,Bonds,TRUE,TRUE,Steel,Steel,Steel,TRUE,Included in analysis
Test,pow_eq_cb_0,BR14865,US565849AB20,2438420,Marathon Oil Corp,Bonds,TRUE,TRUE,Oil&Gas,Oil&Gas,Aviation + Oil&Gas + Power,TRUE,Included in analysis
