Investor.Name,Portfolio.Name,ISIN,NumberofShares,MarketValue,Currency
Test,GV,US91086QAS75,,40027.67,CHF
Test,GV,US91086QAV05,,75552.15,CHF
Test,GV,US91086QAZ19,,49304.35,CHF
Test,GV,US91086QBA58,,22635.11,CHF
Test,GV,US91086QBB32,,74527.96,CHF
Test,GV,US91086QBC15,,59568.59,CHF
Test,GV,US91086QBE70,,61135.23,CHF
Test,GV,US91086QBF46,,53449.08,CHF
Test,GV,US91086QBG29,,53035.97,CHF
Test,GV,US91087BAA89,,42568.38,CHF
Test,GV,US91087BAB62,,36617.52,CHF
Test,GV,US91087BAC46,,59930.89,CHF
Test,GV,US91087BAD29,,46536.65,CHF
Test,GV,US91087BAE02,,45274.43,CHF
Test,GV,US91087BAF76,,39692.87,CHF
Test,GV,US91087BAG59,,33555.96,CHF
Test,GV,US917288BA96,,71308.73,CHF
Test,GV,US917288BK78,,95281.37,CHF
Test,GV,USG13201AA91,,36211.05,CHF
Test,GV,USG8185TAA72,,30378.82,CHF
Test,GV,USG8185TAB55,,13267.4,CHF
Test,GV,USG8189YAB05,,48786.89,CHF
Test,GV,USG8189YAC87,,25690.88,CHF
Test,GV,USG82003AE76,,30764.08,CHF
Test,GV,USG8200QAB26,,26241.32,CHF
Test,GV,USG8200QAC09,,10641.6,CHF
Test,GV,USG8200TAB64,,9260.46,CHF
Test,GV,USG8200TAD21,,20257.36,CHF
Test,GV,USG8200TAG51,,19341.66,CHF
Test,GV,USG8200TAH35,,11004.83,CHF
Test,GV,USG82016AA75,,14763.77,CHF
Test,GV,USG82016AB58,,11107.81,CHF
Test,GV,USG82016AC32,,20034.8,CHF
Test,GV,USG82016AF62,,4037.18,CHF
Test,GV,USG82016AH29,,5270.88,CHF
Test,GV,USG82016AJ84,,9885.88,CHF
Test,GV,USG82016AL31,,9859.58,CHF
Test,GV,USG8201JAC56,,22747.38,CHF
Test,GV,USG8201JAE13,,15490.32,CHF
Test,GV,USG8201NAA03,,24825.3,CHF
Test,GV,USG8201NAC68,,21514.25,CHF
Test,GV,USG8201NAG72,,34327.67,CHF
Test,GV,USG8201NAH55,,20854.77,CHF
Test,GV,USG83113AC73,,15095.19,CHF
Test,GV,USG8449VAB20,,21884.69,CHF
Test,GV,USG8449VAC03,,10039.35,CHF
Test,GV,USG8449WAC85,,33021.62,CHF
Test,GV,USG8449WAD68,,16505.37,CHF
Test,GV,USG8450LAB02,,6394.22,CHF
Test,GV,USG8450LAC84,,15369.95,CHF
Test,GV,USG8450LAG98,,24335.28,CHF
Test,GV,USG8450LAJ38,,47376.19,CHF
Test,GV,USG8450LAM66,,11099.64,CHF
Test,GV,USG8450LAN40,,18838.1,CHF
Test,GV,USG8450LAP97,,17749.46,CHF
Test,GV,USG8850LAA82,,17946.37,CHF
Test,GV,USG8850LAB65,,14191.58,CHF
Test,GV,USG8850LAC49,,15314.34,CHF
Test,GV,USP0092AAC38,,41264.2,CHF
Test,GV,USP0092AAD11,,58682.52,CHF
Test,GV,USP01012AJ55,,49586.04,CHF
Test,GV,USP01012AN67,,70314.37,CHF
Test,GV,USP01012AR71,,42000.18,CHF
Test,GV,USP01012AS54,,51714.91,CHF
Test,GV,USP01012AT38,,53019.27,CHF
Test,GV,USP01012BX31,,52486.81,CHF
Test,GV,USP01012CA29,,72954.59,CHF
Test,GV,USP14486AJ63,,52835.72,CHF
Test,GV,USP14517AA73,,12357.68,CHF
Test,GV,USP14517AB56,,614.97,CHF
Test,GV,USP14623AB16,,32174.66,CHF
Test,GV,USP14623AC98,,1236.29,CHF
Test,GV,USP16394AG62,,18994.29,CHF
Test,GV,USP29595AB42,,14945.25,CHF
Test,GV,USP30179AJ79,,18995.41,CHF
Test,GV,USP30179AK43,,12245.27,CHF
Test,GV,USP30179AM09,,30656.83,CHF
Test,GV,USP30179AR95,,11324.53,CHF
Test,GV,USP31389AY82,,18038.38,CHF
Test,GV,USP3143NAG99,,30001.71,CHF
Test,GV,USP3143NAH72,,33882.24,CHF
Test,GV,USP3143NAQ71,,39775.13,CHF
Test,GV,USP3143NAS38,,55485.9,CHF
Test,GV,USP3143NAU83,,56209.72,CHF
Test,GV,USP3143NAW40,,58150.23,CHF
Test,GV,USP3143NAY06,,80703.04,CHF
Test,GV,USP3143NAZ70,,65741.13,CHF
Test,GV,USP3143NBB93,,76920.18,CHF
Test,GV,USP3143NBE33,,24574.6,CHF
Test,GV,USP3143NBF08,,30744.79,CHF
Test,GV,USP3579EAH01,,53451.04,CHF
Test,GV,USP3579EAS65,,64872.87,CHF
Test,GV,USP3579EAT49,,31813.81,CHF
Test,GV,USP3579EAY34,,110338.12,CHF
Test,GV,USP3579EBD87,,100008.06,CHF
Test,GV,USP3579EBE60,,142957.09,CHF
Test,GV,USP3579EBK21,,107018.01,CHF
Test,GV,USP3579EBV85,,117284.7,CHF
Test,GV,USP3579EBY25,,68640.42,CHF
Test,GV,USP3579ECB13,,96194.11,CHF
Test,GV,USP3579ECE51,,100817.17,CHF
Test,GV,USP3699PGB78,,61389.24,CHF
Test,GV,USP3699PGE18,,37722.95,CHF
Test,GV,USP3699PGF82,,26196.31,CHF
Test,GV,USP3699PGH49,,64689.48,CHF
Test,GV,USP3699PGJ05,,84434.74,CHF
Test,GV,USP37110AJ50,,31162.62,CHF
Test,GV,USP37110AK24,,27085.34,CHF
Test,GV,USP37110AM89,,33766.03,CHF
Test,GV,USP37110AN62,,34622.93,CHF
Test,GV,USP37146AA81,,30510.86,CHF
Test,GV,USP37466AJ19,,17162.14,CHF
Test,GV,USP37466AP78,,29531.13,CHF
Test,GV,USP3772NHK11,,35301.58,CHF
Test,GV,USP37878AA69,,37049.36,CHF
Test,GV,USP37878AB43,,37330.07,CHF
Test,GV,USP37878AC26,,50578.76,CHF
Test,GV,USP3R94GAK53,,44717.67,CHF
Test,GV,USP42009AA12,,32680.94,CHF
Test,GV,USP5015VAD84,,40005.69,CHF
Test,GV,USP5015VAE67,,44377.89,CHF
Test,GV,USP5015VAF33,,42329.19,CHF
Test,GV,USP5015VAG16,,32533.32,CHF
Test,GV,USP5015VAH98,,36454.54,CHF
Test,GV,USP5015VAJ54,,51009.1,CHF
Test,GV,USP5178RAC27,,39709.13,CHF
Test,GV,USP56226AC09,,27287.96,CHF
Test,GV,USP56226AQ94,,27382.42,CHF
Test,GV,USP6629MAA01,,13840.64,CHF
Test,GV,USP6629MAB83,,13316.25,CHF
Test,GV,USP6629MAC66,,11946.28,CHF
Test,GV,USP6629MAD40,,31642.1,CHF
Test,GV,USP68788AA97,,23685.53,CHF
Test,GV,USP75744AA38,,63493.9,CHF
Test,GV,USP75744AB11,,79448.5,CHF
Test,GV,USP75744AD76,,43589.01,CHF
Test,GV,USP75744AE59,,34071.24,CHF
Test,GV,USP75744AF25,,31205.27,CHF
Test,GV,USP75744AG08,,27553.39,CHF
Test,GV,USP7807HAV70,,3807.61,CHF
Test,GV,USP7808BAA54,,63161.05,CHF
Test,GV,USP7808BAB38,,63085.92,CHF
Test,GV,USP78625DW03,,33875.4,CHF
Test,GV,USP78625DX85,,73899.79,CHF
Test,GV,USP78625DY68,,145625.37,CHF
Test,GV,USP93960AF25,,33384.2,CHF
Test,GV,USP93960AG08,,68171.45,CHF
Test,GV,USP9400VAA90,,38156.07,CHF
Test,GV,USP9401BAA28,,38183.73,CHF
Test,GV,USQ25738AA54,,30656.16,CHF
Test,GV,USU23388AA62,,27648.55,CHF
Test,GV,USU23388AB46,,25588.91,CHF
Test,GV,USY2029SAG94,,64416.91,CHF
Test,GV,USY2029SAH77,,64883.11,CHF
Test,GV,USY2056PAA40,,27132.35,CHF
Test,GV,USY20721AE96,,57739.76,CHF
Test,GV,USY20721AJ83,,39444.59,CHF
Test,GV,USY20721AL30,,57005.36,CHF
Test,GV,USY20721AU39,,53287.25,CHF
Test,GV,USY20721BB49,,55541.41,CHF
Test,GV,USY20721BC22,,39566.19,CHF
Test,GV,USY20721BD05,,31033.99,CHF
Test,GV,USY20721BE87,,36496.87,CHF
Test,GV,USY20721BG36,,46283.96,CHF
Test,GV,USY20721BH19,,17863.91,CHF
Test,GV,USY20721BJ74,,37187.53,CHF
Test,GV,USY20721BK48,,62291.29,CHF
Test,GV,USY20721BM04,,47324.31,CHF
Test,GV,USY20721BN86,,51293.23,CHF
Test,GV,USY20721BP35,,31936.02,CHF
Test,GV,USY20721BQ18,,27960.08,CHF
Test,GV,USY20721BR90,,38948.74,CHF
Test,GV,USY20721BS73,,13525.27,CHF
Test,GV,USY20721BT56,,26774.26,CHF
Test,GV,USY20721BU20,,20656.27,CHF
Test,GV,USY23862AF56,,32322.93,CHF
Test,GV,USY54788AA57,,62807.26,CHF
Test,GV,USY54788AB31,,36561.31,CHF
Test,GV,USY5749LAA99,,65038.74,CHF
Test,GV,USY5749LAB72,,38085.45,CHF
Test,GV,USY6142NAA64,,43892.34,CHF
Test,GV,USY6142NAB48,,52548.87,CHF
Test,GV,USY6726SAP66,,31617.6,CHF
Test,GV,USY68851AK32,,41999.42,CHF
Test,GV,USY68856AB20,,71334.37,CHF
Test,GV,USY68856AM84,,49507.93,CHF
Test,GV,USY68856AN67,,99448.58,CHF
Test,GV,USY68856AQ98,,117688.94,CHF
Test,GV,USY7083VAD11,,60911.98,CHF
Test,GV,USY7133MAB55,,6880.97,CHF
Test,GV,USY7133MAC39,,17888.02,CHF
Test,GV,USY7138AAA89,,4177.44,CHF
Test,GV,USY7138AAB62,,12757.02,CHF
Test,GV,USY7138AAC46,,19470.85,CHF
Test,GV,USY7138AAD29,,20575.44,CHF
Test,GV,USY7138AAE02,,40793.44,CHF
Test,GV,USY7138AAF76,,36058.3,CHF
Test,GV,USY7140DAA82,,8729.36,CHF
Test,GV,USY7140DAB65,,10163.19,CHF
Test,GV,USY7140WAA63,,23140.4,CHF
Test,GV,USY7140WAB47,,25063.58,CHF
Test,GV,USY7140WAC20,,23890.97,CHF
Test,GV,USY7140WAD03,,12681.84,CHF
Test,GV,USY8137FAC24,,45397.86,CHF
Test,GV,USY8137FAE89,,98588.07,CHF
Test,GV,USY8137FAF54,,61764.82,CHF
Test,GV,USY8137FAG38,,21906.31,CHF
Test,GV,USY8137FAH11,,85666.43,CHF
Test,GV,USY8137FAK40,,79196.85,CHF
Test,GV,USY8137FAL23,,75863.96,CHF
Test,GV,USY8137FAN88,,69467.11,CHF
Test,GV,USY8137FAP37,,92600.77,CHF
Test,GV,USY8137FAQ10,,20988.84,CHF
Test,GV,USY8137FAR92,,92197.32,CHF
Test,GV,USY9384RAA87,,66961.21,CHF
Test,GV,USY9485PAB86,,37662.54,CHF
Test,GV,XS0088543193,,131316.76,CHF
Test,GV,XS0113419690,,79783.2,CHF
Test,GV,XS0114288789,,97552.46,CHF
Test,GV,XS0146173371,,38999.97,CHF
Test,GV,XS0240295575,,168744.7,CHF
Test,GV,XS0250882478,,72377.24,CHF
Test,GV,XS0468535637,,38686.14,CHF
Test,GV,XS0496488395,,57925.72,CHF
Test,GV,XS0501194756,,25358.77,CHF
Test,GV,XS0505478684,,28478.17,CHF
Test,GV,XS0559237796,,45454.29,CHF
Test,GV,XS0559915961,,39058.76,CHF
Test,GV,XS0579851949,,81381.91,CHF
Test,GV,XS0584435142,,23167.18,CHF
Test,GV,XS0602546136,,83480.72,CHF
Test,GV,XS0607904264,,106589.13,CHF
Test,GV,XS0615236188,,36759.46,CHF
Test,GV,XS0617134092,,21307.03,CHF
Test,GV,XS0680231908,,206418.48,CHF
Test,GV,XS0686701953,,25024.28,CHF
Test,GV,XS0701227075,,28657.74,CHF
Test,GV,XS0707820659,,41757.05,CHF
Test,GV,XS0739988086,,108514.05,CHF
Test,GV,XS0764220017,,17331.66,CHF
Test,GV,XS0767472458,,59201.57,CHF
Test,GV,XS0767473852,,116179.16,CHF
Test,GV,XS0782720402,,91865.17,CHF
Test,GV,XS0794901727,,97194.72,CHF
Test,GV,XS0799658637,,93310.38,CHF
Test,GV,XS0800346362,,41043.35,CHF
Test,GV,XS0800817073,,26282.33,CHF
Test,GV,XS0801656330,,72926.85,CHF
Test,GV,XS0809571739,,42186.54,CHF
Test,GV,XS0828779594,,29946.61,CHF
Test,GV,XS0850020586,,95624.38,CHF
Test,GV,XS0859366899,,29250.19,CHF
Test,GV,XS0859367194,,29042.35,CHF
Test,GV,XS0860582435,,66736.64,CHF
Test,GV,XS0860855344,,14321.25,CHF
Test,GV,XS0864259717,,54025.87,CHF
Test,GV,XS0872917660,,44200.02,CHF
Test,GV,XS0880597603,,23227.61,CHF
Test,GV,XS0903465127,,58787.73,CHF
Test,GV,XS0905659230,,32134.08,CHF
Test,GV,XS0906085179,,196423.32,CHF
Test,GV,XS0908769887,,105805.42,CHF
Test,GV,XS0944707222,,39137.86,CHF
Test,GV,XS0956406135,,96748.23,CHF
Test,GV,XS0956935398,,40510.22,CHF
Test,GV,XS0958072240,,39557.08,CHF
Test,GV,XS0971721450,,83721.89,CHF
Test,GV,XS0971721963,,65438.12,CHF
Test,GV,XS0979891925,,17424.39,CHF
Test,GV,XS0991743401,,8748.82,CHF
Test,GV,XS0993162683,,30084.14,CHF
Test,GV,XS0997000251,,139491.9,CHF
Test,GV,XS1003557870,,95927.53,CHF
Test,GV,XS1006084211,,4215.59,CHF
Test,GV,XS1028943089,,13944.26,CHF
Test,GV,XS1028952403,,129983.8,CHF
Test,GV,XS1044540547,,79041.55,CHF
Test,GV,XS1056386714,,47027.1,CHF
Test,GV,XS1056560920,,71155.35,CHF
Test,GV,XS1069870415,,18230.21,CHF
Test,GV,XS1080330704,,102222.42,CHF
Test,GV,XS1089413089,,6213.98,CHF
Test,GV,XS1090161875,,25319.61,CHF
Test,GV,XS1106137687,,26538.76,CHF
Test,GV,XS1108847531,,71563.71,CHF
Test,GV,XS1110833123,,77995.63,CHF
Test,GV,XS1117279882,,66544.72,CHF
Test,GV,XS1117297355,,41935.5,CHF
Test,GV,XS1120403313,,21069,CHF
Test,GV,XS1120709669,,93398.5,CHF
Test,GV,XS1120709826,,74198.55,CHF
Test,GV,XS1125272143,,8804.91,CHF
Test,GV,XS1141043296,,16656.55,CHF
Test,GV,XS1151974877,,66105.31,CHF
Test,GV,XS1175223699,,55749.84,CHF
Test,GV,XS1187065443,,49961.6,CHF
Test,GV,XS1196417569,,21551.43,CHF
Test,GV,XS1196419854,,38813.73,CHF
Test,GV,XS1196496688,,57138.06,CHF
Test,GV,XS1196517434,,55878.19,CHF
Test,GV,XS1207654853,,37909.08,CHF
Test,GV,XS1210507650,,32457.63,CHF
Test,GV,XS1223394914,,7262.61,CHF
Test,GV,XS1245432742,,84598.89,CHF
Test,GV,XS1245960684,,40383.07,CHF
Test,GV,XS1261825621,,35771.34,CHF
Test,GV,XS1263054519,,170030.09,CHF
Test,GV,XS1263139856,,138243.61,CHF
Test,GV,XS1265180643,,9917.98,CHF
Test,GV,XS1267081575,,56733.97,CHF
Test,GV,XS1273034444,,33157.09,CHF
Test,GV,XS1291170360,,8877.89,CHF
Test,GV,XS1299811486,,35606.76,CHF
Test,GV,XS1301292261,,20086.69,CHF
Test,GV,XS1303467077,,21984.92,CHF
Test,GV,XS1303920083,,79880.29,CHF
Test,GV,XS1303921214,,82333.64,CHF
Test,GV,XS1303921487,,79671.33,CHF
Test,GV,XS1303925041,,84231.82,CHF
Test,GV,XS1303925470,,83640.61,CHF
Test,GV,XS1303926528,,81899.15,CHF
Test,GV,XS1303927179,,81570.08,CHF
Test,GV,XS1309493630,,30905.27,CHF
Test,GV,XS1311099540,,53040.83,CHF
Test,GV,XS1313647841,,13033.87,CHF
Test,GV,XS1313654623,,19726.98,CHF
Test,GV,XS1313675974,,23695.19,CHF
Test,GV,XS1313779081,,49615.58,CHF
Test,GV,XS1318576086,,105469.86,CHF
Test,GV,XS1319820897,,153607.46,CHF
Test,GV,XS1324931895,,81326.78,CHF
Test,GV,XS1345632811,,10320.82,CHF
Test,GV,XS1347434927,,4701.16,CHF
Test,GV,XS1395523001,,29348.87,CHF
Test,GV,XS1395523779,,27458.47,CHF
Test,GV,XS1396347566,,16723.73,CHF
Test,GV,XS1402929746,,89589.08,CHF
Test,GV,XS1405766541,,109641.63,CHF
Test,GV,XS1405770220,,69445.41,CHF
Test,GV,XS1405770733,,65632.32,CHF
Test,GV,XS1405777589,,105441.35,CHF
Test,GV,XS1405781342,,61170.97,CHF
Test,GV,XS1405781854,,72140.44,CHF
Test,GV,XS1405782159,,116154.57,CHF
Test,GV,XS1410482282,,13571.71,CHF
Test,GV,XS1422299518,,15150.97,CHF
Test,GV,XS1422334448,,9764.3,CHF
Test,GV,XS1433454243,,28091.91,CHF
Test,GV,XS1449458915,,19179.04,CHF
Test,GV,XS1449592051,,16302.03,CHF
Test,GV,XS1450332256,,20285.78,CHF
Test,GV,XS1458514673,,164646.93,CHF
Test,GV,XS1460660035,,6187.96,CHF
Test,GV,XS1481806799,,3989.41,CHF
Test,GV,XS1496463297,,14011.77,CHF
Test,GV,XS1501659384,,53470.69,CHF
Test,GV,XS1505551322,,19664.69,CHF
Test,GV,XS1508675417,,120033.84,CHF
Test,GV,XS1508675508,,146749.17,CHF
Test,GV,XS1535071986,,95040.18,CHF
Test,GV,XS1553211134,,13208.78,CHF
Test,GV,XS1553212025,,16941.64,CHF
Test,GV,XS1553212371,,8958.34,CHF
Test,GV,XS1558077845,,137888.37,CHF
Test,GV,XS1558078496,,152324.56,CHF
Test,GV,XS1558078736,,125490.76,CHF
Test,GV,XS1566179039,,99641.73,CHF
Test,GV,XS1573944870,,16020.59,CHF
Test,GV,XS1575044364,,30567.3,CHF
Test,GV,XS1575045338,,15144.33,CHF
Test,GV,XS1575874471,,35168.64,CHF
Test,GV,XS1575967218,,91992.61,CHF
Test,GV,XS1575968026,,81854.42,CHF
Test,GV,XS1577945824,,22603.72,CHF
Test,GV,XS1577950311,,65862.39,CHF
Test,GV,XS1577952952,,172528.16,CHF
