Holding.ID,Portfolio.Name,Investor.Name,ISIN,MarketValue,Currency,NumberofShares
BR576698,portfolio_eq_cb_test,Test,US345397YG20,2092765,USD,NA
BR250408,portfolio_eq_cb_test,Test,US91911TAP84,9570825,USD,NA
BR57515,portfolio_eq_cb_test,Test,CA45834ZAP41,595526,USD,NA
BR624352,portfolio_eq_cb_test,Test,US651290AR99,26438,USD,NA
BR311484,portfolio_eq_cb_test,Test,US89153UAF84,52768800,USD,NA
BR263319,portfolio_eq_cb_test,Test,US406216BJ98,5354552,USD,NA
BR518425,portfolio_eq_cb_test,Test,US30231GAP72,64843,USD,NA
BR511960,portfolio_eq_cb_test,Test,US440543AL07,1001250,USD,NA
BR517296,portfolio_eq_cb_test,Test,US233851CF99,148232,USD,NA
BR635715,portfolio_eq_cb_test,Test,US98385XAT37,260388,USD,NA
BR421396,portfolio_eq_cb_test,Test,US73050QAA67,717654,USD,NA
BR155840,portfolio_eq_cb_test,Test,US71644EAJ10,6891167,USD,NA
BR628601,portfolio_eq_cb_test,Test,US74978QAE52,271625,USD,NA
BR97799,portfolio_eq_cb_test,Test,US31428XBE58,8383793,USD,NA
BR90392,portfolio_eq_cb_test,Test,US26884LAB53,5330950,USD,NA
BR328698,portfolio_eq_cb_test,Test,US67059TAE55,132275,USD,NA
BR93803,portfolio_eq_cb_test,Test,US565849AK29,14853870,USD,NA
BR356937,portfolio_eq_cb_test,Test,US56585AAG76,1305949,USD,NA
BR56617,portfolio_eq_cb_test,Test,CA02138ZAE30,370378,USD,NA
BR576214,portfolio_eq_cb_test,Test,US345397YE71,791905,USD,NA
BR465409,portfolio_eq_cb_test,Test,US904845AA26,258125,USD,NA
BR491783,portfolio_eq_cb_test,Test,US02665WAH43,901260,USD,NA
BR340202,portfolio_eq_cb_test,Test,US406216BD29,1026454,USD,NA
BR61199,portfolio_eq_cb_test,Test,US04363UAB26,37320639,USD,NA
BR510587,portfolio_eq_cb_test,Test,US78355HKC24,34454,USD,NA
BR573168,portfolio_eq_cb_test,Test,US05565QBJ67,2062280,USD,NA
BR187313,portfolio_eq_cb_test,Test,US25179MAN39,532046,USD,NA
BR495948,portfolio_eq_cb_test,Test,US24820RAB42,11305920,USD,NA
BR269747,portfolio_eq_cb_test,Test,US740212AK19,420000,USD,NA
BR119215,portfolio_eq_cb_test,Test,US845467AL33,10439601,USD,NA
BR352313,portfolio_eq_cb_test,Test,US406216BG59,5133694,USD,NA
BR37920,portfolio_eq_cb_test,Test,US89233P5T93,5155500,USD,NA
BR339612,portfolio_eq_cb_test,Test,US05565QBR83,50864948,USD,NA
BR93213,portfolio_eq_cb_test,Test,US674599CE35,8004960,USD,NA
BR83833,portfolio_eq_cb_test,Test,US65334HAE27,6122695,USD,NA
BR77854,portfolio_eq_cb_test,Test,US552704AD04,74063,USD,NA
BR333627,portfolio_eq_cb_test,Test,US62704PAF09,994250,USD,NA
BR344104,portfolio_eq_cb_test,Test,US398433AK84,1248,USD,NA
BR423787,portfolio_eq_cb_test,Test,US345397XL24,3102660,USD,NA
BR158040,portfolio_eq_cb_test,Test,US26874RAC25,14697744,USD,NA
BR357406,portfolio_eq_cb_test,Test,US629568AV86,6015000,USD,NA
BR276858,portfolio_eq_cb_test,Test,US89153VAE92,5622512,USD,NA
BR621461,portfolio_eq_cb_test,Test,US85771PAL67,313745,USD,NA
BR32158,portfolio_eq_cb_test,Test,US61980AAD54,138684288,USD,NA
BR677379,portfolio_eq_cb_test,Test,US05565QCP19,126229,USD,NA
BR346202,portfolio_eq_cb_test,Test,US05565QDG01,21707194,USD,NA
BR513988,portfolio_eq_cb_test,Test,US268787AD07,108000,USD,NA
BR100598,portfolio_eq_cb_test,Test,US122014AL76,1269898,USD,NA
BR656985,portfolio_eq_cb_test,Test,US37045XBK19,566056,USD,NA
BR181896,portfolio_eq_cb_test,Test,US419839AA31,1036751,USD,NA
BR99505,portfolio_eq_cb_test,Test,US811904AK78,2065000,USD,NA
BR87064,portfolio_eq_cb_test,Test,US546268AG84,1173944,USD,NA
BR672431,portfolio_eq_cb_test,Test,US03938LAQ77,727950,USD,NA
BR101303,portfolio_eq_cb_test,Test,US35671DBL82,1016700,USD,NA
BR204421,portfolio_eq_cb_test,Test,US279158AE95,859430,USD,NA
BR81568,portfolio_eq_cb_test,Test,US68268NAD57,4986792,USD,NA
BR33288,portfolio_eq_cb_test,Test,US48667QAF28,7525718,USD,NA
BR594109,portfolio_eq_cb_test,Test,US166764AG56,109533,USD,NA
BR14759,portfolio_eq_cb_test,Test,US718546AL86,5744250,USD,NA
BR47898,portfolio_eq_cb_test,Test,US493738AE83,3919584,USD,NA
BR458209,portfolio_eq_cb_test,Test,US822582BA91,105059,USD,NA
BR422601,portfolio_eq_cb_test,Test,US443628AF98,762140,USD,NA
BR174134,portfolio_eq_cb_test,Test,US05565QBZ00,538372,USD,NA
BR646116,portfolio_eq_cb_test,Test,US71644EAE23,7696,USD,NA
BR272,portfolio_eq_cb_test,Test,US878742AV70,83504,USD,NA
BR427579,portfolio_eq_cb_test,Test,US37045XBS45,5821070,USD,NA
BR634261,portfolio_eq_cb_test,Test,US89152UAD46,394841,USD,NA
BR146321,portfolio_eq_cb_test,Test,US87305QCD16,3001764,USD,NA
BR325867,portfolio_eq_cb_test,Test,US69327RAH49,3532950,USD,NA
BR301060,portfolio_eq_cb_test,Test,US654740AU37,2769657,USD,NA
BR21123,portfolio_eq_cb_test,Test,US629568AT31,46269000,USD,NA
BR140439,portfolio_eq_cb_test,Test,US293562AD63,1794465,USD,NA
BR608733,portfolio_eq_cb_test,Test,US74733VAD29,2955082,USD,NA
BR305756,portfolio_eq_cb_test,Test,US74153QAJ13,7616250,USD,NA
BR610355,portfolio_eq_cb_test,Test,US822582BT82,2001680,USD,NA
BR4007,portfolio_eq_cb_test,Test,US71654QAW24,3718750,USD,NA
BR488960,portfolio_eq_cb_test,Test,US91913YAS90,642650,USD,NA
BR377975,portfolio_eq_cb_test,Test,US03938LAX29,558750,USD,NA
BR370498,portfolio_eq_cb_test,Test,US81663AAE55,434563,USD,NA
BR162057,portfolio_eq_cb_test,Test,US626717AD43,5012500,USD,NA
BR172380,portfolio_eq_cb_test,Test,US05565EAF25,11829252,USD,NA
BR76508,portfolio_eq_cb_test,Test,CA13638ZDC64,5720163,USD,NA
BR369800,portfolio_eq_cb_test,Test,US345397YD98,2386890,USD,NA
BR562579,portfolio_eq_cb_test,Test,US31428XBG07,4386040,USD,NA
BR205989,portfolio_eq_cb_test,Test,US76720AAG13,21588399,USD,NA
BR48885,portfolio_eq_cb_test,Test,US651639AN69,6125221,USD,NA
BR39557,portfolio_eq_cb_test,Test,US013716AW59,13165891,USD,NA
BR669520,portfolio_eq_cb_test,Test,US05565EAF25,266158,USD,NA
BR565459,portfolio_eq_cb_test,Test,US89236TDW27,3034200,USD,NA
BR354466,portfolio_eq_cb_test,Test,US09628TAA79,2085000,USD,NA
BR193761,portfolio_eq_cb_test,Test,US629568AQ91,3544840,USD,NA
BR660560,portfolio_eq_cb_test,Test,US247916AC30,520950,USD,NA
BR147842,portfolio_eq_cb_test,Test,US055451AH17,5271550,USD,NA
BR515733,portfolio_eq_cb_test,Test,US166764AR12,2491050,USD,NA
BR126617,portfolio_eq_cb_test,Test,US166764AV24,4996652,USD,NA
BR7804,portfolio_eq_cb_test,Test,US21079NAA90,9773163,USD,NA
BR114774,portfolio_eq_cb_test,Test,US25179MAK99,1041360,USD,NA
BR374665,portfolio_eq_cb_test,Test,US037411AW56,805530,USD,NA
BR626328,portfolio_eq_cb_test,Test,US37045VAE02,1623255,USD,NA
BR444220,portfolio_eq_cb_test,Test,US402635AM88,378750,USD,NA
BR190677,portfolio_eq_cb_test,Test,US057224AZ09,5346634,USD,NA
BR272367,portfolio_eq_cb_test,Test,US294549AE01,8450890,USD,NA
BR457791,portfolio_eq_cb_test,Test,US55336VAK61,153636,USD,NA
BR18505,portfolio_eq_cb_test,Test,US118230AR27,6919752,USD,NA
BR76823,portfolio_eq_cb_test,Test,US878742BC80,565000,USD,NA
BR493402,portfolio_eq_cb_test,Test,US12625GAC87,4987296,USD,NA
BR615156,portfolio_eq_cb_test,Test,US05565QCX43,250670,USD,NA
BR51234,portfolio_eq_cb_test,Test,US674599CC78,2051280,USD,NA
BR265629,portfolio_eq_cb_test,Test,US573284AQ94,3159171,USD,NA
BR288370,portfolio_eq_cb_test,Test,US907834AF27,2540325,USD,NA
BR513961,portfolio_eq_cb_test,Test,US674215AD08,153188,USD,NA
BR675633,portfolio_eq_cb_test,Test,US345370CA64,130535,USD,NA
BR99857,portfolio_eq_cb_test,Test,US656531AF75,2003080,USD,NA
BR128251,portfolio_eq_cb_test,Test,US759509AE27,6323686,USD,NA
BR686177,portfolio_eq_cb_test,Test,US166764AR12,1664021,USD,NA
BR151654,portfolio_eq_cb_test,Test,XS0903465127,405012,USD,NA
BR281782,portfolio_eq_cb_test,Test,US30231GAJ13,23462283,USD,NA
BR487304,portfolio_eq_cb_test,Test,US345397XF55,4983940,USD,NA
BR682574,portfolio_eq_cb_test,Test,US166764BH21,1049092,USD,NA
BR48980,portfolio_eq_cb_test,Test,US292505AJ36,4111001,USD,NA
BR624936,portfolio_eq_cb_test,Test,US014477AQ62,37620,USD,NA
BR238996,portfolio_eq_cb_test,Test,US31428XAY22,10630480,USD,NA
BR598616,portfolio_eq_cb_test,Test,US96950FAM68,722858,USD,NA
BR41795,portfolio_eq_cb_test,Test,US034863AD26,26019500,USD,NA
BR667535,portfolio_eq_cb_test,Test,US233851CZ53,687124,USD,NA
BR142667,portfolio_eq_cb_test,Test,US718546AC87,3403968,USD,NA
BR318784,portfolio_eq_cb_test,Test,US822582BS00,6403780,USD,NA
BR62096,portfolio_eq_cb_test,Test,US30251GAW78,65813,USD,NA
BR111125,portfolio_eq_cb_test,Test,US233851BZ62,15201824,USD,NA
BR140477,portfolio_eq_cb_test,Test,US05565EAM75,582780,USD,NA
BR204439,portfolio_eq_cb_test,Test,US78454LAK61,17115000,USD,NA
BR407652,portfolio_eq_cb_test,Test,US30251GAU13,354375,USD,NA
BR167044,portfolio_eq_cb_test,Test,US706451BC43,2993903,USD,NA
BR522682,portfolio_eq_cb_test,Test,US69371RM945,149134,USD,NA
BR436620,portfolio_eq_cb_test,Test,US24736WAA80,460089,USD,NA
BR138900,portfolio_eq_cb_test,Test,US35671DAZ87,248750,USD,NA
BR583840,portfolio_eq_cb_test,Test,US25278XAE94,664950,USD,NA
BR57538,portfolio_eq_cb_test,Test,US90932LAA52,704230,USD,NA
BR688191,portfolio_eq_cb_test,Test,US345397WW97,683552,USD,NA
BR145720,portfolio_eq_cb_test,Test,US12626PAM59,20944890,USD,NA
BR107293,portfolio_eq_cb_test,Test,US44923QAG91,166345,USD,NA
BR126652,portfolio_eq_cb_test,Test,US05565EAD76,5958075,USD,NA
BR164935,portfolio_eq_cb_test,Test,US71654QCA85,571799,USD,NA
BR445529,portfolio_eq_cb_test,Test,US96950FAQ72,137909,USD,NA
BR598691,portfolio_eq_cb_test,Test,US88160RAE18,811793,USD,NA
BR130087,portfolio_eq_cb_test,Test,US37045VAF76,2759813,USD,NA
BR77634,portfolio_eq_cb_test,Test,US51817RAA41,5250000,USD,NA
BR262041,portfolio_eq_cb_test,Test,US96950FAD69,4226928,USD,NA
BR654537,portfolio_eq_cb_test,Test,US233851CM41,21584087,USD,NA
BR14021,portfolio_eq_cb_test,Test,US166764AR12,4980615,USD,NA
BR4076,portfolio_eq_cb_test,Test,US867229AD85,7555320,USD,NA
BR38382,portfolio_eq_cb_test,Test,US171798AC50,15917700,USD,NA
BR638238,portfolio_eq_cb_test,Test,US37045XBV73,505106,USD,NA
BR151180,portfolio_eq_cb_test,Test,US74733VAC46,607116,USD,NA
BR240577,portfolio_eq_cb_test,Test,US50587KAA97,17766049,USD,NA
BR675883,portfolio_eq_cb_test,Test,US166764BK59,74848,USD,NA
BR350973,portfolio_eq_cb_test,Test,US02665WBE03,9861690,USD,NA
BR57651,portfolio_eq_cb_test,Test,US032511AY39,1837215,USD,NA
BR422053,portfolio_eq_cb_test,Test,US779382AU43,296093,USD,NA
BR25668,portfolio_eq_cb_test,Test,US29250NAS45,9962500,USD,NA
BR271408,portfolio_eq_cb_test,Test,US037411AW56,2129,USD,NA
BR496368,portfolio_eq_cb_test,Test,US31428XBM74,15100605,USD,NA
BR277958,portfolio_eq_cb_test,Test,US144285AK99,509754,USD,NA
BR646260,portfolio_eq_cb_test,Test,US655044AK13,5136,USD,NA
BR675309,portfolio_eq_cb_test,Test,US02665WBE03,394724,USD,NA
BR14865,portfolio_eq_cb_test,Test,US565849AB20,2438420,USD,NA
BR309563,portfolio_eq_cb_test,Test,US166764AY62,6537700,USD,NA
BR174521,portfolio_eq_cb_test,Test,US929160AT60,1023830,USD,NA
BR118725,portfolio_eq_cb_test,Test,US03746AAA88,33516930,USD,NA
BR2046,portfolio_eq_cb_test,Test,US858119AZ32,513750,USD,NA
BR40123,portfolio_eq_cb_test,Test,US032510AC36,12125500,USD,NA
BR397651,portfolio_eq_cb_test,Test,US55336VAA89,16323040,USD,NA
BR151229,portfolio_eq_cb_test,Test,US05565QCS57,5195000,USD,NA
BR145608,portfolio_eq_cb_test,Test,US034863AP55,21193320,USD,NA
BR263444,portfolio_eq_cb_test,Test,US20826FAF36,18376922,USD,NA
BR160742,portfolio_eq_cb_test,Test,US706451BG56,747838,USD,NA
BR301060,portfolio_eq_cb_test,Test,US654740AU37,2769657,USD,NA
BR109228,portfolio_eq_cb_test,Test,US05607MAA53,1067450,USD,NA
BR329932,portfolio_eq_cb_test,Test,US03674XAC02,122400,USD,NA
BR424929,portfolio_eq_cb_test,Test,USU2339CBK37,3025500,USD,NA
BR323223,portfolio_eq_cb_test,Test,US05565QDQ82,1009796,USD,NA
BR231681,portfolio_eq_cb_test,Test,US345370CA64,196082,USD,NA
BR192099,portfolio_eq_cb_test,Test,US674599CF00,5668550,USD,NA
BR27562,portfolio_eq_cb_test,Test,US37045XCD66,4997320,USD,NA
BR77203,portfolio_eq_cb_test,Test,US66775VAA35,13640481,USD,NA
BR157942,portfolio_eq_cb_test,Test,US96949LAC90,9568009,USD,NA
BR17711,portfolio_eq_cb_test,Test,US85771PAN24,10499520,USD,NA
BR373158,portfolio_eq_cb_test,Test,US26875PAD33,1098310,USD,NA
BR157771,portfolio_eq_cb_test,Test,US65120FAB04,34318976,USD,NA
BR913,portfolio_eq_cb_test,Test,US03674XAF33,442000,USD,NA
BR470005,portfolio_eq_cb_test,Test,US05565QDB14,758044,USD,NA
BR338495,portfolio_eq_cb_test,Test,US032511BN64,2243968,USD,NA
BR38417,portfolio_eq_cb_test,Test,US723787AB37,18693300,USD,NA
BR61755,portfolio_eq_cb_test,Test,US55336VAL45,104256,USD,NA
BR269033,portfolio_eq_cb_test,Test,US31428XAY22,53152395,USD,NA
BR100934,portfolio_eq_cb_test,Test,US05565EAL92,975667,USD,NA
BR642368,portfolio_eq_cb_test,Test,US01879NAA37,506469,USD,NA
BR9300,portfolio_eq_cb_test,Test,US573284AJ51,8284678,USD,NA
BR166218,portfolio_eq_cb_test,Test,US05565QCS57,4054717,USD,NA
BR560079,portfolio_eq_cb_test,Test,US90333LAP76,1152939,USD,NA
BR3992,portfolio_eq_cb_test,Test,US90400GAB77,3846360,USD,NA
BR397409,portfolio_eq_cb_test,Test,US87233QAA67,9897063,USD,NA
BR70276,portfolio_eq_cb_test,Test,US20825CAQ78,2799358,USD,NA
BR263096,portfolio_eq_cb_test,Test,US70457LAB09,277680,USD,NA
BR562054,portfolio_eq_cb_test,Test,US118230AR27,1037967,USD,NA
BR305931,portfolio_eq_cb_test,Test,US565849AB20,57829240,USD,NA
BR361938,portfolio_eq_cb_test,Test,US783549AZ16,2387480,USD,NA
BR673093,portfolio_eq_cb_test,Test,US880779AZ60,865380,USD,NA
BR19434,portfolio_eq_cb_test,Test,US966387AH55,354056,USD,NA
BR166756,portfolio_eq_cb_test,Test,US881609BC45,6074200,USD,NA
BR448776,portfolio_eq_cb_test,Test,US78355HJT77,2000376,USD,NA
BR174873,portfolio_eq_cb_test,Test,US118230AR27,990530,USD,NA
BR669364,portfolio_eq_cb_test,Test,XS1327914062,615480,USD,NA
BR60882,portfolio_eq_cb_test,Test,US166764BL33,17486543,USD,NA
BR598232,portfolio_eq_cb_test,Test,US718549AD00,1137396,USD,NA
BR551438,portfolio_eq_cb_test,Test,US655044AF28,609792,USD,NA
BR322853,portfolio_eq_cb_test,Test,US767201AS58,1833346,USD,NA
BR501245,portfolio_eq_cb_test,Test,US68268NAJ28,634414,USD,NA
BR529737,portfolio_eq_cb_test,Test,US86614RAL15,377400,USD,NA
BR217771,portfolio_eq_cb_test,Test,US032511AN73,3702144,USD,NA
BR508645,portfolio_eq_cb_test,Test,US845467AH21,8865000,USD,NA
BR91168,portfolio_eq_cb_test,Test,US02665WAH43,2002990,USD,NA
BR616563,portfolio_eq_cb_test,Test,US02665WBT71,679608,USD,NA
BR60037,portfolio_eq_cb_test,Test,USM28368AA21,1629698,USD,NA
BR251413,portfolio_eq_cb_test,Test,XS0808638612,9492281,USD,NA
BR50656,portfolio_eq_cb_test,Test,US345370CA64,6548900,USD,NA
BR299308,portfolio_eq_cb_test,Test,US24736VAA08,478586,USD,NA
BR501204,portfolio_eq_cb_test,Test,US71656LBK61,425156,USD,NA
BR481466,portfolio_eq_cb_test,Test,US210795QC77,129307,USD,NA
BR91330,portfolio_eq_cb_test,Test,US05565QCJ58,1063518,USD,NA
BR67756,portfolio_eq_cb_test,Test,US822582BY77,9190080,USD,NA
BR44040,portfolio_eq_cb_test,Test,US651290AR99,793125,USD,NA
BR45911,portfolio_eq_cb_test,Test,US20826FAG19,618810,USD,NA
BR38520,portfolio_eq_cb_test,Test,US345397WK59,8424000,USD,NA
BR143633,portfolio_eq_cb_test,Test,US02666QJ797,28191402,USD,NA
BR272099,portfolio_eq_cb_test,Test,US166764AB69,991930,USD,NA
BR123876,portfolio_eq_cb_test,Test,US20826FAG19,12306012,USD,NA
BR667885,portfolio_eq_cb_test,Test,US034863AG56,471262,USD,NA
BR172316,portfolio_eq_cb_test,Test,US24736WAA80,4485870,USD,NA
BR557442,portfolio_eq_cb_test,Test,US55336VAE02,1267824,USD,NA
BR583307,portfolio_eq_cb_test,Test,US212015AQ46,384000,USD,NA
BR288450,portfolio_eq_cb_test,Test,US822582AJ10,77684273,USD,NA
BR634260,portfolio_eq_cb_test,Test,US37045XBV73,1075753,USD,NA
BR196901,portfolio_eq_cb_test,Test,US055451AU28,16513855,USD,NA
BR395681,portfolio_eq_cb_test,Test,US05565QDH83,521515,USD,NA
BR344104,portfolio_eq_cb_test,Test,US98212BAG86,1248,USD,NA
BR489067,portfolio_eq_cb_test,Test,US85771PAW23,925065,USD,NA
BR377099,portfolio_eq_cb_test,Test,US034863AT77,1067497,USD,NA
BR244872,portfolio_eq_cb_test,Test,US166764AB69,2480838,USD,NA
BR677505,portfolio_eq_cb_test,Test,US718549AF57,175392,USD,NA
BR298306,portfolio_eq_cb_test,Test,US05565QCB23,248710,USD,NA
BR212911,portfolio_eq_cb_test,Test,US55336VAG59,30068021,USD,NA
BR292389,portfolio_eq_cb_test,Test,US292505AD65,6181960,USD,NA
BR175452,portfolio_eq_cb_test,Test,US345397XF55,498394,USD,NA
BR623001,portfolio_eq_cb_test,Test,US165167CV76,38405,USD,NA
BR364627,portfolio_eq_cb_test,Test,US166764AY62,4426596,USD,NA
BR112485,portfolio_eq_cb_test,Test,US29273RBB42,7244388,USD,NA
BR247396,portfolio_eq_cb_test,Test,US91913YAE05,1347600,USD,NA
BR312104,portfolio_eq_cb_test,Test,US12626PAJ21,5158250,USD,NA
BR151642,portfolio_eq_cb_test,Test,US208251AE82,1975125,USD,NA
BR532395,portfolio_eq_cb_test,Test,US05565QCP19,3153786,USD,NA
BR579280,portfolio_eq_cb_test,Test,US402635AH93,799872,USD,NA
BR134370,portfolio_eq_cb_test,Test,US345397XU23,9394780,USD,NA
BR506525,portfolio_eq_cb_test,Test,US90346WAB90,172651,USD,NA
BR92255,portfolio_eq_cb_test,Test,US055451AQ16,1469775,USD,NA
BR83114,portfolio_eq_cb_test,Test,US65334HAJ14,4432008,USD,NA
BR230592,portfolio_eq_cb_test,Test,US71654QAX07,3978750,USD,NA
BR61701,portfolio_eq_cb_test,Test,US69327RAG65,212175,USD,NA
BR250350,portfolio_eq_cb_test,Test,US59125QAB41,3363296,USD,NA
BR421888,portfolio_eq_cb_test,Test,US910047AG49,1005904,USD,NA
BR30883,portfolio_eq_cb_test,Test,US013716AN50,19872798,USD,NA
BR143735,portfolio_eq_cb_test,Test,US29273RBD08,4788416,USD,NA
BR327836,portfolio_eq_cb_test,Test,US00205GAD97,5172750,USD,NA
BR472892,portfolio_eq_cb_test,Test,US67059TAE55,2849000,USD,NA
BR154486,portfolio_eq_cb_test,Test,US26874RAC25,8627174,USD,NA
BR130919,portfolio_eq_cb_test,Test,US037411AM74,18375818,USD,NA
BR508100,portfolio_eq_cb_test,Test,US56585AAG76,4589231,USD,NA
BR600022,portfolio_eq_cb_test,Test,US878742AZ84,1731001,USD,NA
BR644368,portfolio_eq_cb_test,Test,US05565QCP19,1104506,USD,NA
BR624105,portfolio_eq_cb_test,Test,US552704AD04,976752,USD,NA
BR37060,portfolio_eq_cb_test,Test,US62957HAC97,1837180,USD,NA
BR555686,portfolio_eq_cb_test,Test,US014477AR46,290125,USD,NA
BR456207,portfolio_eq_cb_test,Test,US29358QAA76,195874,USD,NA
BR634470,portfolio_eq_cb_test,Test,US718549AF57,851904,USD,NA
BR3079,portfolio_eq_cb_test,Test,US966387AH55,6383275,USD,NA
BR209790,portfolio_eq_cb_test,Test,US34540UAA79,18302196,USD,NA
BR116499,portfolio_eq_cb_test,Test,US032511AM90,7988120,USD,NA
BR66921,portfolio_eq_cb_test,Test,US718546AH74,7011862,USD,NA
BR279758,portfolio_eq_cb_test,Test,US822582AM49,12548148,USD,NA
BR286399,portfolio_eq_cb_test,Test,US84474YAA47,3265613,USD,NA
BR487607,portfolio_eq_cb_test,Test,US345397VT77,7172271,USD,NA
BR239661,portfolio_eq_cb_test,Test,US90933HAA32,747375,USD,NA
BR248657,portfolio_eq_cb_test,Test,US980236AE37,2132723,USD,NA
BR169184,portfolio_eq_cb_test,Test,US822582AN22,604541,USD,NA
BR303911,portfolio_eq_cb_test,Test,US023551AM66,604355,USD,NA
BR211518,portfolio_eq_cb_test,Test,US110394AE39,29626469,USD,NA
BR426085,portfolio_eq_cb_test,Test,CA918423AG97,6161321,USD,NA
BR70031,portfolio_eq_cb_test,Test,US032511BG14,2724620,USD,NA
BR576635,portfolio_eq_cb_test,Test,US91911TAM53,1757800,USD,NA
BR443430,portfolio_eq_cb_test,Test,US674599CG82,2071100,USD,NA
BR579280,portfolio_eq_cb_test,Test,US880779AZ60,799872,USD,NA
BR166582,portfolio_eq_cb_test,Test,US87305NAW83,4019810,USD,NA
BR144981,portfolio_eq_cb_test,Test,US26884LAA70,21539300,USD,NA
BR240590,portfolio_eq_cb_test,Test,US233851CB85,5116695,USD,NA
BR224896,portfolio_eq_cb_test,Test,US21079RAA05,1294606,USD,NA
BR380220,portfolio_eq_cb_test,Test,US13342BAJ44,203052,USD,NA
BR25705,portfolio_eq_cb_test,Test,US345397YD98,9928630,USD,NA
BR81681,portfolio_eq_cb_test,Test,US037411AW56,10113463,USD,NA
BR483061,portfolio_eq_cb_test,Test,US29250NAL91,1239076,USD,NA
BR21310,portfolio_eq_cb_test,Test,US78412FAP99,3075000,USD,NA
BR58470,portfolio_eq_cb_test,Test,US142339AE06,185962,USD,NA
BR650563,portfolio_eq_cb_test,Test,US78470VAA61,633950,USD,NA
BR342282,portfolio_eq_cb_test,Test,US02665WBT71,1240150,USD,NA
BR22079,portfolio_eq_cb_test,Test,US35671DBL82,5083500,USD,NA
BR305910,portfolio_eq_cb_test,Test,US87233QAC24,5019000,USD,NA
BR338429,portfolio_eq_cb_test,Test,US20605PAG63,6716320,USD,NA
BR182299,portfolio_eq_cb_test,Test,US26875PAC59,4450275,USD,NA
BR685134,portfolio_eq_cb_test,Test,US406216BG59,208146,USD,NA
BR369854,portfolio_eq_cb_test,Test,US247361ZL55,608085,USD,NA
BR513888,portfolio_eq_cb_test,Test,US927375AA33,48500,USD,NA
BR55664,portfolio_eq_cb_test,Test,US42809HAD98,48400650,USD,NA
BR160890,portfolio_eq_cb_test,Test,US233851CU66,481002,USD,NA
BR115161,portfolio_eq_cb_test,Test,US98462YAC49,3017610,USD,NA
BR625421,portfolio_eq_cb_test,Test,US87233QAB41,1666592,USD,NA
BR277881,portfolio_eq_cb_test,Test,US91911TAL70,396563,USD,NA
BR144325,portfolio_eq_cb_test,Test,US31428XBC92,13227423,USD,NA
BR192407,portfolio_eq_cb_test,Test,US88642RAA77,3066859,USD,NA
BR500856,portfolio_eq_cb_test,Test,US406216AZ40,509305,USD,NA
