Holding.ID,Portfolio.Name,Investor.Name,Currency,NumberofShares
BR281782,pow_eq_cb_1,Test,USD,NA
BR487304,pow_eq_cb_1,Test,USD,NA
BR682574,pow_eq_cb_1,Test,USD,NA
BR48980,pow_eq_cb_1,Test,USD,NA
BR624936,pow_eq_cb_1,Test,USD,NA
BR238996,pow_eq_cb_1,Test,USD,NA
BR598616,pow_eq_cb_1,Test,USD,NA
BR41795,pow_eq_cb_1,Test,USD,NA
BR667535,pow_eq_cb_1,Test,USD,NA
BR142667,pow_eq_cb_1,Test,USD,NA
BR318784,pow_eq_cb_1,Test,USD,NA
BR62096,pow_eq_cb_1,Test,USD,NA
BR111125,pow_eq_cb_1,Test,USD,NA
BR140477,pow_eq_cb_1,Test,USD,NA
BR204439,pow_eq_cb_1,Test,USD,NA
BR407652,pow_eq_cb_1,Test,USD,NA
BR167044,pow_eq_cb_1,Test,USD,NA
BR522682,pow_eq_cb_1,Test,USD,NA
BR436620,pow_eq_cb_1,Test,USD,NA
BR138900,pow_eq_cb_1,Test,USD,NA
BR583840,pow_eq_cb_1,Test,USD,NA
BR57538,pow_eq_cb_1,Test,USD,NA
BR688191,pow_eq_cb_1,Test,USD,NA
BR145720,pow_eq_cb_1,Test,USD,NA
BR107293,pow_eq_cb_1,Test,USD,NA
BR126652,pow_eq_cb_1,Test,USD,NA
BR164935,pow_eq_cb_1,Test,USD,NA
BR445529,pow_eq_cb_1,Test,USD,NA
BR598691,pow_eq_cb_1,Test,USD,NA
BR130087,pow_eq_cb_1,Test,USD,NA
BR77634,pow_eq_cb_1,Test,USD,NA
BR262041,pow_eq_cb_1,Test,USD,NA
BR654537,pow_eq_cb_1,Test,USD,NA
BR14021,pow_eq_cb_1,Test,USD,NA
BR4076,pow_eq_cb_1,Test,USD,NA
BR38382,pow_eq_cb_1,Test,USD,NA
BR638238,pow_eq_cb_1,Test,USD,NA
BR151180,pow_eq_cb_1,Test,USD,NA
BR240577,pow_eq_cb_1,Test,USD,NA
BR675883,pow_eq_cb_1,Test,USD,NA
BR350973,pow_eq_cb_1,Test,USD,NA
BR57651,pow_eq_cb_1,Test,USD,NA
BR422053,pow_eq_cb_1,Test,USD,NA
BR25668,pow_eq_cb_1,Test,USD,NA
BR271408,pow_eq_cb_1,Test,USD,NA
BR496368,pow_eq_cb_1,Test,USD,NA
BR277958,pow_eq_cb_1,Test,USD,NA
BR646260,pow_eq_cb_1,Test,USD,NA
BR675309,pow_eq_cb_1,Test,USD,NA
BR14865,pow_eq_cb_1,Test,USD,NA
BR309563,pow_eq_cb_1,Test,USD,NA
BR174521,pow_eq_cb_1,Test,USD,NA
BR118725,pow_eq_cb_1,Test,USD,NA
BR2046,pow_eq_cb_1,Test,USD,NA
BR40123,pow_eq_cb_1,Test,USD,NA
BR397651,pow_eq_cb_1,Test,USD,NA
BR151229,pow_eq_cb_1,Test,USD,NA
BR145608,pow_eq_cb_1,Test,USD,NA
BR263444,pow_eq_cb_1,Test,USD,NA
BR160742,pow_eq_cb_1,Test,USD,NA
BR301060,pow_eq_cb_1,Test,USD,NA
BR109228,pow_eq_cb_1,Test,USD,NA
BR329932,pow_eq_cb_1,Test,USD,NA
BR424929,pow_eq_cb_1,Test,USD,NA
BR323223,pow_eq_cb_1,Test,USD,NA
BR231681,pow_eq_cb_1,Test,USD,NA
BR192099,pow_eq_cb_1,Test,USD,NA
BR27562,pow_eq_cb_1,Test,USD,NA
BR77203,pow_eq_cb_1,Test,USD,NA
BR157942,pow_eq_cb_1,Test,USD,NA
BR17711,pow_eq_cb_1,Test,USD,NA
BR373158,pow_eq_cb_1,Test,USD,NA
BR157771,pow_eq_cb_1,Test,USD,NA
BR913,pow_eq_cb_1,Test,USD,NA
BR470005,pow_eq_cb_1,Test,USD,NA
BR338495,pow_eq_cb_1,Test,USD,NA
BR38417,pow_eq_cb_1,Test,USD,NA
BR61755,pow_eq_cb_1,Test,USD,NA
BR269033,pow_eq_cb_1,Test,USD,NA
BR100934,pow_eq_cb_1,Test,USD,NA
BR642368,pow_eq_cb_1,Test,USD,NA
BR9300,pow_eq_cb_1,Test,USD,NA
BR166218,pow_eq_cb_1,Test,USD,NA
BR560079,pow_eq_cb_1,Test,USD,NA
BR3992,pow_eq_cb_1,Test,USD,NA
BR397409,pow_eq_cb_1,Test,USD,NA
BR70276,pow_eq_cb_1,Test,USD,NA
BR263096,pow_eq_cb_1,Test,USD,NA
BR562054,pow_eq_cb_1,Test,USD,NA
BR305931,pow_eq_cb_1,Test,USD,NA
BR361938,pow_eq_cb_1,Test,USD,NA
BR673093,pow_eq_cb_1,Test,USD,NA
BR19434,pow_eq_cb_1,Test,USD,NA
BR166756,pow_eq_cb_1,Test,USD,NA
BR448776,pow_eq_cb_1,Test,USD,NA
BR174873,pow_eq_cb_1,Test,USD,NA
BR669364,pow_eq_cb_1,Test,USD,NA
BR60882,pow_eq_cb_1,Test,USD,NA
BR598232,pow_eq_cb_1,Test,USD,NA
BR551438,pow_eq_cb_1,Test,USD,NA
BR322853,pow_eq_cb_1,Test,USD,NA
BR501245,pow_eq_cb_1,Test,USD,NA
BR529737,pow_eq_cb_1,Test,USD,NA
BR217771,pow_eq_cb_1,Test,USD,NA
BR508645,pow_eq_cb_1,Test,USD,NA
BR91168,pow_eq_cb_1,Test,USD,NA
BR616563,pow_eq_cb_1,Test,USD,NA
BR60037,pow_eq_cb_1,Test,USD,NA
BR251413,pow_eq_cb_1,Test,USD,NA
BR50656,pow_eq_cb_1,Test,USD,NA
BR299308,pow_eq_cb_1,Test,USD,NA
BR501204,pow_eq_cb_1,Test,USD,NA
BR481466,pow_eq_cb_1,Test,USD,NA
BR91330,pow_eq_cb_1,Test,USD,NA
BR67756,pow_eq_cb_1,Test,USD,NA
BR44040,pow_eq_cb_1,Test,USD,NA
BR45911,pow_eq_cb_1,Test,USD,NA
BR38520,pow_eq_cb_1,Test,USD,NA
BR143633,pow_eq_cb_1,Test,USD,NA
BR272099,pow_eq_cb_1,Test,USD,NA
BR123876,pow_eq_cb_1,Test,USD,NA
BR667885,pow_eq_cb_1,Test,USD,NA
BR172316,pow_eq_cb_1,Test,USD,NA
BR557442,pow_eq_cb_1,Test,USD,NA
BR583307,pow_eq_cb_1,Test,USD,NA
BR288450,pow_eq_cb_1,Test,USD,NA
BR634260,pow_eq_cb_1,Test,USD,NA
BR196901,pow_eq_cb_1,Test,USD,NA
BR395681,pow_eq_cb_1,Test,USD,NA
BR344104,pow_eq_cb_1,Test,USD,NA
BR489067,pow_eq_cb_1,Test,USD,NA
BR377099,pow_eq_cb_1,Test,USD,NA
BR244872,pow_eq_cb_1,Test,USD,NA
BR677505,pow_eq_cb_1,Test,USD,NA
BR298306,pow_eq_cb_1,Test,USD,NA
BR212911,pow_eq_cb_1,Test,USD,NA
BR292389,pow_eq_cb_1,Test,USD,NA
BR175452,pow_eq_cb_1,Test,USD,NA
BR623001,pow_eq_cb_1,Test,USD,NA
BR364627,pow_eq_cb_1,Test,USD,NA
BR112485,pow_eq_cb_1,Test,USD,NA
BR247396,pow_eq_cb_1,Test,USD,NA
BR312104,pow_eq_cb_1,Test,USD,NA
BR151642,pow_eq_cb_1,Test,USD,NA
BR532395,pow_eq_cb_1,Test,USD,NA
BR579280,pow_eq_cb_1,Test,USD,NA
BR134370,pow_eq_cb_1,Test,USD,NA
BR506525,pow_eq_cb_1,Test,USD,NA
BR92255,pow_eq_cb_1,Test,USD,NA
BR83114,pow_eq_cb_1,Test,USD,NA
BR230592,pow_eq_cb_1,Test,USD,NA
BR61701,pow_eq_cb_1,Test,USD,NA
BR250350,pow_eq_cb_1,Test,USD,NA
BR421888,pow_eq_cb_1,Test,USD,NA
BR30883,pow_eq_cb_1,Test,USD,NA
BR143735,pow_eq_cb_1,Test,USD,NA
BR327836,pow_eq_cb_1,Test,USD,NA
BR472892,pow_eq_cb_1,Test,USD,NA
BR154486,pow_eq_cb_1,Test,USD,NA
BR130919,pow_eq_cb_1,Test,USD,NA
BR508100,pow_eq_cb_1,Test,USD,NA
BR600022,pow_eq_cb_1,Test,USD,NA
BR644368,pow_eq_cb_1,Test,USD,NA
BR624105,pow_eq_cb_1,Test,USD,NA
BR37060,pow_eq_cb_1,Test,USD,NA
BR555686,pow_eq_cb_1,Test,USD,NA
BR456207,pow_eq_cb_1,Test,USD,NA
BR634470,pow_eq_cb_1,Test,USD,NA
BR3079,pow_eq_cb_1,Test,USD,NA
BR209790,pow_eq_cb_1,Test,USD,NA
BR116499,pow_eq_cb_1,Test,USD,NA
BR66921,pow_eq_cb_1,Test,USD,NA
BR279758,pow_eq_cb_1,Test,USD,NA
BR286399,pow_eq_cb_1,Test,USD,NA
BR487607,pow_eq_cb_1,Test,USD,NA
BR239661,pow_eq_cb_1,Test,USD,NA
BR248657,pow_eq_cb_1,Test,USD,NA
BR169184,pow_eq_cb_1,Test,USD,NA
BR303911,pow_eq_cb_1,Test,USD,NA
BR211518,pow_eq_cb_1,Test,USD,NA
BR426085,pow_eq_cb_1,Test,USD,NA
BR70031,pow_eq_cb_1,Test,USD,NA
BR576635,pow_eq_cb_1,Test,USD,NA
BR443430,pow_eq_cb_1,Test,USD,NA
BR579280,pow_eq_cb_1,Test,USD,NA
BR166582,pow_eq_cb_1,Test,USD,NA
BR144981,pow_eq_cb_1,Test,USD,NA
BR240590,pow_eq_cb_1,Test,USD,NA
BR224896,pow_eq_cb_1,Test,USD,NA
BR380220,pow_eq_cb_1,Test,USD,NA
BR25705,pow_eq_cb_1,Test,USD,NA
BR81681,pow_eq_cb_1,Test,USD,NA
BR483061,pow_eq_cb_1,Test,USD,NA
BR21310,pow_eq_cb_1,Test,USD,NA
BR58470,pow_eq_cb_1,Test,USD,NA
BR650563,pow_eq_cb_1,Test,USD,NA
BR342282,pow_eq_cb_1,Test,USD,NA
BR22079,pow_eq_cb_1,Test,USD,NA
BR305910,pow_eq_cb_1,Test,USD,NA
BR338429,pow_eq_cb_1,Test,USD,NA
BR182299,pow_eq_cb_1,Test,USD,NA
BR685134,pow_eq_cb_1,Test,USD,NA
BR369854,pow_eq_cb_1,Test,USD,NA
BR513888,pow_eq_cb_1,Test,USD,NA
BR55664,pow_eq_cb_1,Test,USD,NA
BR160890,pow_eq_cb_1,Test,USD,NA
BR115161,pow_eq_cb_1,Test,USD,NA
BR625421,pow_eq_cb_1,Test,USD,NA
BR277881,pow_eq_cb_1,Test,USD,NA
BR144325,pow_eq_cb_1,Test,USD,NA
BR192407,pow_eq_cb_1,Test,USD,NA
BR500856,pow_eq_cb_1,Test,USD,NA
BR138971,pow_eq_cb_1,Test,USD,NA
BR263027,pow_eq_cb_1,Test,USD,NA
BR417759,pow_eq_cb_1,Test,USD,NA
BR355341,pow_eq_cb_1,Test,USD,NA
BR526962,pow_eq_cb_1,Test,USD,NA
BR423476,pow_eq_cb_1,Test,USD,NA
BR256605,pow_eq_cb_1,Test,USD,NA
BR322786,pow_eq_cb_1,Test,USD,NA
BR476065,pow_eq_cb_1,Test,USD,NA
BR55440,pow_eq_cb_1,Test,USD,NA
BR222439,pow_eq_cb_1,Test,USD,NA
BR335296,pow_eq_cb_1,Test,USD,NA
BR548058,pow_eq_cb_1,Test,USD,NA
BR399381,pow_eq_cb_1,Test,USD,NA
BR421476,pow_eq_cb_1,Test,USD,NA
BR83177,pow_eq_cb_1,Test,USD,NA
BR372354,pow_eq_cb_1,Test,USD,NA
BR648182,pow_eq_cb_1,Test,USD,NA
BR279229,pow_eq_cb_1,Test,USD,NA
BR30265,pow_eq_cb_1,Test,USD,NA
BR484672,pow_eq_cb_1,Test,USD,NA
BR1644,pow_eq_cb_1,Test,USD,NA
BR207022,pow_eq_cb_1,Test,USD,NA
BR318036,pow_eq_cb_1,Test,USD,NA
BR287489,pow_eq_cb_1,Test,USD,NA
BR103169,pow_eq_cb_1,Test,USD,NA
BR612658,pow_eq_cb_1,Test,USD,NA
BR50739,pow_eq_cb_1,Test,USD,NA
BR194203,pow_eq_cb_1,Test,USD,NA
BR405854,pow_eq_cb_1,Test,USD,NA
BR501682,pow_eq_cb_1,Test,USD,NA
BR108749,pow_eq_cb_1,Test,USD,NA
BR449556,pow_eq_cb_1,Test,USD,NA
BR431787,pow_eq_cb_1,Test,USD,NA
BR178906,pow_eq_cb_1,Test,USD,NA
BR392155,pow_eq_cb_1,Test,USD,NA
BR629831,pow_eq_cb_1,Test,USD,NA
BR131800,pow_eq_cb_1,Test,USD,NA
BR596508,pow_eq_cb_1,Test,USD,NA
BR541736,pow_eq_cb_1,Test,USD,NA
BR180668,pow_eq_cb_1,Test,USD,NA
BR642395,pow_eq_cb_1,Test,USD,NA
BR386666,pow_eq_cb_1,Test,USD,NA
BR110235,pow_eq_cb_1,Test,USD,NA
BR110486,pow_eq_cb_1,Test,USD,NA
BR25075,pow_eq_cb_1,Test,USD,NA
BR408177,pow_eq_cb_1,Test,USD,NA
BR388340,pow_eq_cb_1,Test,USD,NA
BR267011,pow_eq_cb_1,Test,USD,NA
BR238301,pow_eq_cb_1,Test,USD,NA
BR217260,pow_eq_cb_1,Test,USD,NA
BR525136,pow_eq_cb_1,Test,USD,NA
BR673300,pow_eq_cb_1,Test,USD,NA
BR500481,pow_eq_cb_1,Test,USD,NA
BR197813,pow_eq_cb_1,Test,USD,NA
BR171167,pow_eq_cb_1,Test,USD,NA
BR268784,pow_eq_cb_1,Test,USD,NA
BR596482,pow_eq_cb_1,Test,USD,NA
BR93095,pow_eq_cb_1,Test,USD,NA
BR533355,pow_eq_cb_1,Test,USD,NA
BR579280,pow_eq_cb_1,Test,USD,NA
BR660042,pow_eq_cb_1,Test,USD,NA
BR91903,pow_eq_cb_1,Test,USD,NA
BR293207,pow_eq_cb_1,Test,USD,NA
BR17012,pow_eq_cb_1,Test,USD,NA
BR437866,pow_eq_cb_1,Test,USD,NA
BR665748,pow_eq_cb_1,Test,USD,NA
BR502464,pow_eq_cb_1,Test,USD,NA
BR340356,pow_eq_cb_1,Test,USD,NA
BR626441,pow_eq_cb_1,Test,USD,NA
BR339583,pow_eq_cb_1,Test,USD,NA
BR86066,pow_eq_cb_1,Test,USD,NA
BR515817,pow_eq_cb_1,Test,USD,NA
BR289488,pow_eq_cb_1,Test,USD,NA
BR489500,pow_eq_cb_1,Test,USD,NA
BR438397,pow_eq_cb_1,Test,USD,NA
BR474746,pow_eq_cb_1,Test,USD,NA
BR163801,pow_eq_cb_1,Test,USD,NA
BR316962,pow_eq_cb_1,Test,USD,NA
BR137276,pow_eq_cb_1,Test,USD,NA
BR164034,pow_eq_cb_1,Test,USD,NA
BR432404,pow_eq_cb_1,Test,USD,NA
BR156988,pow_eq_cb_1,Test,USD,NA
BR139284,pow_eq_cb_1,Test,USD,NA
BR650565,pow_eq_cb_1,Test,USD,NA
BR673093,pow_eq_cb_1,Test,USD,NA
BR151654,pow_eq_cb_1,Test,USD,NA
BR223317,pow_eq_cb_1,Test,USD,NA
BR109030,pow_eq_cb_1,Test,USD,NA
BR202328,pow_eq_cb_1,Test,USD,NA
BR576148,pow_eq_cb_1,Test,USD,NA
BR150792,pow_eq_cb_1,Test,USD,NA
BR225573,pow_eq_cb_1,Test,USD,NA
BR339643,pow_eq_cb_1,Test,USD,NA
BR404067,pow_eq_cb_1,Test,USD,NA
BR274780,pow_eq_cb_1,Test,USD,NA
BR685637,pow_eq_cb_1,Test,USD,NA
BR59248,pow_eq_cb_1,Test,USD,NA
BR451281,pow_eq_cb_1,Test,USD,NA
BR191038,pow_eq_cb_1,Test,USD,NA
BR343349,pow_eq_cb_1,Test,USD,NA
BR155523,pow_eq_cb_1,Test,USD,NA
BR474433,pow_eq_cb_1,Test,USD,NA
BR582606,pow_eq_cb_1,Test,USD,NA
BR323295,pow_eq_cb_1,Test,USD,NA
BR240295,pow_eq_cb_1,Test,USD,NA
BR75081,pow_eq_cb_1,Test,USD,NA
BR19940,pow_eq_cb_1,Test,USD,NA
BR84412,pow_eq_cb_1,Test,USD,NA
BR191509,pow_eq_cb_1,Test,USD,NA
BR225417,pow_eq_cb_1,Test,USD,NA
BR295969,pow_eq_cb_1,Test,USD,NA
BR91630,pow_eq_cb_1,Test,USD,NA
BR648562,pow_eq_cb_1,Test,USD,NA
BR249744,pow_eq_cb_1,Test,USD,NA
BR341894,pow_eq_cb_1,Test,USD,NA
BR189008,pow_eq_cb_1,Test,USD,NA
BR372385,pow_eq_cb_1,Test,USD,NA
BR106302,pow_eq_cb_1,Test,USD,NA
BR488751,pow_eq_cb_1,Test,USD,NA
BR376064,pow_eq_cb_1,Test,USD,NA
BR174005,pow_eq_cb_1,Test,USD,NA
BR122808,pow_eq_cb_1,Test,USD,NA
BR388329,pow_eq_cb_1,Test,USD,NA
BR260028,pow_eq_cb_1,Test,USD,NA
BR309859,pow_eq_cb_1,Test,USD,NA
BR193207,pow_eq_cb_1,Test,USD,NA
BR24997,pow_eq_cb_1,Test,USD,NA
BR152544,pow_eq_cb_1,Test,USD,NA
BR293307,pow_eq_cb_1,Test,USD,NA
BR202596,pow_eq_cb_1,Test,USD,NA
BR627960,pow_eq_cb_1,Test,USD,NA
BR575672,pow_eq_cb_1,Test,USD,NA
BR622450,pow_eq_cb_1,Test,USD,NA
BR226696,pow_eq_cb_1,Test,USD,NA
BR316735,pow_eq_cb_1,Test,USD,NA
BR481144,pow_eq_cb_1,Test,USD,NA
BR113989,pow_eq_cb_1,Test,USD,NA
BR118889,pow_eq_cb_1,Test,USD,NA
BR496769,pow_eq_cb_1,Test,USD,NA
BR13338,pow_eq_cb_1,Test,USD,NA
BR596453,pow_eq_cb_1,Test,USD,NA
BR192398,pow_eq_cb_1,Test,USD,NA
BR302544,pow_eq_cb_1,Test,USD,NA
BR602705,pow_eq_cb_1,Test,USD,NA
BR141568,pow_eq_cb_1,Test,USD,NA
BR253279,pow_eq_cb_1,Test,USD,NA
BR412467,pow_eq_cb_1,Test,USD,NA
BR644376,pow_eq_cb_1,Test,USD,NA
BR203851,pow_eq_cb_1,Test,USD,NA
BR72853,pow_eq_cb_1,Test,USD,NA
BR488732,pow_eq_cb_1,Test,USD,NA
BR121721,pow_eq_cb_1,Test,USD,NA
BR12897,pow_eq_cb_1,Test,USD,NA
BR573157,pow_eq_cb_1,Test,USD,NA
BR185791,pow_eq_cb_1,Test,USD,NA
BR402365,pow_eq_cb_1,Test,USD,NA
BR599762,pow_eq_cb_1,Test,USD,NA
BR634845,pow_eq_cb_1,Test,USD,NA
BR671613,pow_eq_cb_1,Test,USD,NA
BR607993,pow_eq_cb_1,Test,USD,NA
BR172153,pow_eq_cb_1,Test,USD,NA
BR287873,pow_eq_cb_1,Test,USD,NA
BR221729,pow_eq_cb_1,Test,USD,NA
BR442884,pow_eq_cb_1,Test,USD,NA
BR516889,pow_eq_cb_1,Test,USD,NA
BR530425,pow_eq_cb_1,Test,USD,NA
BR328176,pow_eq_cb_1,Test,USD,NA
BR590830,pow_eq_cb_1,Test,USD,NA
BR606945,pow_eq_cb_1,Test,USD,NA
BR676509,pow_eq_cb_1,Test,USD,NA
BR72613,pow_eq_cb_1,Test,USD,NA
BR307051,pow_eq_cb_1,Test,USD,NA
BR440336,pow_eq_cb_1,Test,USD,NA
BR282972,pow_eq_cb_1,Test,USD,NA
BR542285,pow_eq_cb_1,Test,USD,NA
BR590162,pow_eq_cb_1,Test,USD,NA
BR612604,pow_eq_cb_1,Test,USD,NA
BR426069,pow_eq_cb_1,Test,USD,NA
BR249989,pow_eq_cb_1,Test,USD,NA
BR624105,pow_eq_cb_1,Test,USD,NA
BR193946,pow_eq_cb_1,Test,USD,NA
BR105982,pow_eq_cb_1,Test,USD,NA
BR421146,pow_eq_cb_1,Test,USD,NA
BR139343,pow_eq_cb_1,Test,USD,NA
BR171524,pow_eq_cb_1,Test,USD,NA
BR362952,pow_eq_cb_1,Test,USD,NA
BR310981,pow_eq_cb_1,Test,USD,NA
BR664377,pow_eq_cb_1,Test,USD,NA
BR683957,pow_eq_cb_1,Test,USD,NA
BR160668,pow_eq_cb_1,Test,USD,NA
BR17309,pow_eq_cb_1,Test,USD,NA
BR213654,pow_eq_cb_1,Test,USD,NA
BR184988,pow_eq_cb_1,Test,USD,NA
